Player Name,From Year,To Year,Position,Height,Weight,Birth Date,Player URL
Andre Barrett,2005,2008,G,5-10,172,"February 21, 1982",https://www.basketball-reference.com/players/b/barrean01.html
Ernie Barrett,1954,1956,G-F,6-3,180,"August 27, 1929",https://www.basketball-reference.com/players/b/barreer01.html
Mike Barrett,1970,1973,G,6-2,155,"September 5, 1943",https://www.basketball-reference.com/players/b/barremi01.html
RJ Barrett,2020,2024,G-F,6-6,214,"June 14, 2000",https://www.basketball-reference.com/players/b/barrerj01.html
Earl Barron,2006,2015,C,7-0,250,"August 14, 1981",https://www.basketball-reference.com/players/b/barroea01.html
Dana Barros,1990,2004,G,5-11,163,"April 13, 1967",https://www.basketball-reference.com/players/b/barroda01.html
Brent Barry,1996,2009,G,6-6,185,"December 31, 1971",https://www.basketball-reference.com/players/b/barrybr01.html
Drew Barry,1998,2000,G,6-5,191,"February 17, 1973",https://www.basketball-reference.com/players/b/barrydr01.html
Jon Barry,1993,2006,G,6-4,195,"July 25, 1969",https://www.basketball-reference.com/players/b/barryjo01.html
Rick Barry,1966,1980,F,6-7,205,"March 28, 1944",https://www.basketball-reference.com/players/b/barryri01.html
Ed Bartels,1950,1951,F,6-5,195,"October 8, 1925",https://www.basketball-reference.com/players/b/barteed01.html
Vic Bartolome,1972,1972,C,7-0,230,"September 29, 1948",https://www.basketball-reference.com/players/b/bartovi01.html
Will Barton,2013,2023,G,6-5,181,"January 6, 1991",https://www.basketball-reference.com/players/b/bartowi01.html
Eddie Basden,2006,2006,G,6-5,215,"February 15, 1983",https://www.basketball-reference.com/players/b/basdeed01.html
Jerry Baskerville,1976,1976,F,6-7,190,"November 10, 1951",https://www.basketball-reference.com/players/b/baskeje01.html
Brandon Bass,2006,2017,F,6-8,250,"April 30, 1985",https://www.basketball-reference.com/players/b/bassbr01.html
Paris Bass,2022,2022,F,6-8,200,"August 29, 1995",https://www.basketball-reference.com/players/b/basspa01.html
Tim Bassett,1974,1980,F-C,6-8,225,"April 1, 1951",https://www.basketball-reference.com/players/b/basseti01.html
Charles Bassey,2022,2024,C,6-10,235,"October 28, 2000",https://www.basketball-reference.com/players/b/bassech01.html
Maceo Baston,2003,2009,F,6-9,215,"May 29, 1975",https://www.basketball-reference.com/players/b/bastoma01.html
Mengke Bateer,2002,2004,C,6-11,290,"November 20, 1975",https://www.basketball-reference.com/players/b/bateeme01.html
Billy Ray Bates,1980,1983,G,6-4,210,"May 31, 1956",https://www.basketball-reference.com/players/b/batesbi01.html
Emoni Bates,2024,2024,G,6-10,170,"January 28, 2004",https://www.basketball-reference.com/players/b/batesem01.html
Keita Bates-Diop,2019,2024,F,6-8,229,"January 23, 1996",https://www.basketball-reference.com/players/b/bateske01.html
Esteban Batista,2006,2007,F-C,6-10,270,"September 2, 1983",https://www.basketball-reference.com/players/b/batises01.html
Mike Batiste,2003,2003,F,6-8,225,"November 21, 1977",https://www.basketball-reference.com/players/b/batismi01.html
Tony Battie,1998,2012,C-F,6-11,230,"February 11, 1976",https://www.basketball-reference.com/players/b/battito01.html
Shane Battier,2002,2014,F,6-8,220,"September 9, 1978",https://www.basketball-reference.com/players/b/battish01.html
John Battle,1986,1995,G,6-2,175,"November 9, 1962",https://www.basketball-reference.com/players/b/battljo01.html
Kenny Battle,1990,1993,F,6-6,210,"October 10, 1964",https://www.basketball-reference.com/players/b/battlke01.html
Dave Batton,1983,1984,C,6-10,240,"March 26, 1956",https://www.basketball-reference.com/players/b/battoda01.html
Lloyd Batts,1975,1975,G-F,6-4,185,"May 9, 1951",https://www.basketball-reference.com/players/b/battsll01.html
Nicolas Batum,2009,2024,F-G,6-8,230,"December 14, 1988",https://www.basketball-reference.com/players/b/batumni01.html
Johnny Baum,1970,1974,F,6-5,200,"June 17, 1946",https://www.basketball-reference.com/players/b/baumjo01.html
Frankie Baumholtz,1947,1947,G,5-10,170,"October 7, 1918",https://www.basketball-reference.com/players/b/baumhfr01.html
Lonny Baxter,2003,2006,F,6-8,260,"January 27, 1979",https://www.basketball-reference.com/players/b/baxtelo01.html
Jerryd Bayless,2009,2019,G,6-3,200,"August 20, 1988",https://www.basketball-reference.com/players/b/bayleje01.html
Elgin Baylor,1959,1972,F,6-5,225,"September 16, 1934",https://www.basketball-reference.com/players/b/bayloel01.html
Howard Bayne,1968,1968,F,6-6,235,"July 28, 1942",https://www.basketball-reference.com/players/b/bayneho01.html
Aron Baynes,2013,2021,C,6-10,260,"December 9, 1986",https://www.basketball-reference.com/players/b/baynear01.html
Sergei Bazarevich,1995,1995,G,6-2,168,"March 16, 1965",https://www.basketball-reference.com/players/b/bazarse01.html
Kent Bazemore,2013,2022,G-F,6-4,195,"July 1, 1989",https://www.basketball-reference.com/players/b/bazemke01.html
Darius Bazley,2020,2024,F,6-8,208,"June 12, 2000",https://www.basketball-reference.com/players/b/bazleda01.html
Ed Beach,1951,1951,F,6-3,200,"January 25, 1929",https://www.basketball-reference.com/players/b/beached01.html
Bradley Beal,2013,2024,G,6-4,207,"June 28, 1993",https://www.basketball-reference.com/players/b/bealbr01.html
Al Beard,1968,1968,C,6-9,200,"April 27, 1942",https://www.basketball-reference.com/players/b/beardal01.html
Butch Beard,1970,1979,G,6-3,185,"May 4, 1947",https://www.basketball-reference.com/players/b/beardbu01.html
Ralph Beard,1950,1951,G,5-10,175,"December 2, 1927",https://www.basketball-reference.com/players/b/beardra01.html
Charlie Beasley,1968,1971,G-F,6-5,190,"September 23, 1945",https://www.basketball-reference.com/players/b/beaslch01.html
Jerome Beasley,2004,2004,F,6-10,237,"May 17, 1980",https://www.basketball-reference.com/players/b/beaslje01.html
John Beasley,1968,1974,F-C,6-9,225,"February 5, 1944",https://www.basketball-reference.com/players/b/beasljo01.html
Malik Beasley,2017,2024,G,6-4,187,"November 26, 1996",https://www.basketball-reference.com/players/b/beaslma01.html
Michael Beasley,2009,2019,F,6-9,235,"January 9, 1989",https://www.basketball-reference.com/players/b/beaslmi01.html
Zelmo Beaty,1963,1975,C,6-9,225,"October 25, 1939",https://www.basketball-reference.com/players/b/beatyze01.html
Rodrigue Beaubois,2010,2013,G,6-0,170,"February 24, 1988",https://www.basketball-reference.com/players/b/beaubro01.html
MarJon Beauchamp,2023,2024,G,6-6,199,"October 12, 2000",https://www.basketball-reference.com/players/b/beaucma01.html
Byron Beck,1968,1977,C-F,6-9,225,"January 25, 1945",https://www.basketball-reference.com/players/b/beckby01.html
Corey Beck,1996,1999,G,6-1,190,"May 27, 1971",https://www.basketball-reference.com/players/b/beckco01.html
Ernie Beck,1954,1961,G-F,6-4,190,"December 11, 1931",https://www.basketball-reference.com/players/b/becker01.html
Art Becker,1968,1973,F,6-7,205,"January 12, 1942",https://www.basketball-reference.com/players/b/beckear01.html
Moe Becker,1947,1947,G-F,6-1,185,"February 24, 1917",https://www.basketball-reference.com/players/b/beckemo01.html
Bob Bedell,1968,1971,F,6-7,205,"June 26, 1944",https://www.basketball-reference.com/players/b/bedelbo01.html
William Bedford,1987,1993,C,7-0,225,"December 14, 1963",https://www.basketball-reference.com/players/b/bedfowi01.html
Hank Beenders,1947,1949,C-F,6-6,185,"June 2, 1916",https://www.basketball-reference.com/players/b/beendha01.html
Ron Behagen,1974,1980,F-C,6-9,185,"January 14, 1951",https://www.basketball-reference.com/players/b/behagro01.html
Elmer Behnke,1952,1952,C,6-7,210,"February 3, 1929",https://www.basketball-reference.com/players/b/behnkel01.html
Marco Belinelli,2008,2020,G-F,6-5,220,"March 25, 1986",https://www.basketball-reference.com/players/b/belinma01.html
Charlie Bell,2002,2011,G,6-3,200,"March 12, 1979",https://www.basketball-reference.com/players/b/bellch01.html
Dennis Bell,1974,1976,F,6-5,185,"June 2, 1951",https://www.basketball-reference.com/players/b/bellde01.html
Jordan Bell,2018,2022,F,6-8,216,"January 7, 1995",https://www.basketball-reference.com/players/b/belljo01.html
Raja Bell,2001,2012,G,6-5,204,"September 19, 1976",https://www.basketball-reference.com/players/b/bellra01.html
Troy Bell,2004,2004,G,6-1,180,"November 10, 1980",https://www.basketball-reference.com/players/b/belltr01.html
Whitey Bell,1960,1961,G,6-0,180,"September 13, 1932",https://www.basketball-reference.com/players/b/bellwh01.html
Walt Bellamy,1962,1975,C,6-11,225,"July 24, 1939",https://www.basketball-reference.com/players/b/bellawa01.html
DeAndre' Bembry,2017,2022,F,6-5,210,"July 4, 1994",https://www.basketball-reference.com/players/b/bembrde01.html
Irv Bemoras,1954,1957,F-G,6-3,185,"November 18, 1930",https://www.basketball-reference.com/players/b/bemorir01.html
Leon Benbow,1975,1976,G,6-4,185,"July 23, 1950",https://www.basketball-reference.com/players/b/benbole01.html
Dragan Bender,2017,2020,F,7-0,225,"November 17, 1997",https://www.basketball-reference.com/players/b/bendedr01.html
Jonathan Bender,2000,2010,F,6-11,202,"January 30, 1981",https://www.basketball-reference.com/players/b/bendejo01.html
Jerrelle Benimon,2015,2015,F,6-8,245,"August 1, 1991",https://www.basketball-reference.com/players/b/benimje01.html
Benoit Benjamin,1986,2000,C,7-0,250,"November 22, 1964",https://www.basketball-reference.com/players/b/benjabe01.html
Corey Benjamin,1999,2003,G,6-6,200,"February 24, 1978",https://www.basketball-reference.com/players/b/benjaco01.html
Anthony Bennett,2014,2017,F,6-8,245,"March 14, 1993",https://www.basketball-reference.com/players/b/bennean01.html
Elmer Bennett,1995,1997,G,6-0,170,"February 13, 1970",https://www.basketball-reference.com/players/b/benneel01.html
Mario Bennett,1996,2000,F,6-6,235,"August 1, 1973",https://www.basketball-reference.com/players/b/bennema01.html
Mel Bennett,1976,1982,F,6-7,200,"January 4, 1955",https://www.basketball-reference.com/players/b/benneme01.html
Spider Bennett,1969,1969,G,6-3,190,"August 4, 1943",https://www.basketball-reference.com/players/b/bennesp01.html
Tony Bennett,1993,1995,G,6-0,175,"June 1, 1969",https://www.basketball-reference.com/players/b/benneto01.html
Winston Bennett,1990,1992,F,6-7,210,"February 9, 1965",https://www.basketball-reference.com/players/b/bennewi01.html
David Benoit,1992,2001,F,6-8,220,"May 9, 1968",https://www.basketball-reference.com/players/b/benoida01.html
Keith Benson,2012,2012,C,6-11,240,"August 13, 1988",https://www.basketball-reference.com/players/b/bensoke02.html
Kent Benson,1978,1988,C,6-10,235,"December 27, 1954",https://www.basketball-reference.com/players/b/bensoke01.html
Ben Bentil,2017,2017,F,6-9,235,"March 29, 1995",https://www.basketball-reference.com/players/b/bentibe01.html
Gene Berce,1950,1950,G-F,5-11,175,"November 22, 1926",https://www.basketball-reference.com/players/b/bercege01.html
Gary Bergen,1957,1957,C,6-8,210,"July 16, 1932",https://www.basketball-reference.com/players/b/bergega01.html
Larry Bergh,1970,1970,F,6-8,210,"April 2, 1945",https://www.basketball-reference.com/players/b/berghla01.html
Jules Bernard,2024,2024,F,6-7,210,"January 21, 2000",https://www.basketball-reference.com/players/b/bernaju01.html
Ricky Berry,1989,1989,F,6-8,205,"October 6, 1964",https://www.basketball-reference.com/players/b/berryri01.html
Walter Berry,1987,1989,F,6-8,215,"May 14, 1964",https://www.basketball-reference.com/players/b/berrywa01.html
Dairis Bertāns,2019,2019,G,6-4,200,"September 9, 1989",https://www.basketball-reference.com/players/b/bertada02.html
Dāvis Bertāns,2017,2024,F,6-10,225,"November 12, 1992",https://www.basketball-reference.com/players/b/bertada01.html
Del Beshore,1979,1980,G,5-11,165,"November 29, 1956",https://www.basketball-reference.com/players/b/beshode01.html
Travis Best,1996,2005,G,5-11,182,"July 12, 1972",https://www.basketball-reference.com/players/b/besttr01.html
Patrick Beverley,2013,2024,G,6-2,180,"July 12, 1988",https://www.basketball-reference.com/players/b/beverpa01.html
Saddiq Bey,2021,2024,F,6-7,215,"April 9, 1999",https://www.basketball-reference.com/players/b/beysa01.html
Tyler Bey,2021,2021,F,6-7,215,"February 10, 1998",https://www.basketball-reference.com/players/b/beyty01.html
Sim Bhullar,2015,2015,C,7-5,360,"December 2, 1992",https://www.basketball-reference.com/players/b/bhullsi01.html
Wes Bialosuknia,1968,1968,G,6-2,185,"June 8, 1945",https://www.basketball-reference.com/players/b/bialowe01.html
Al Bianchi,1957,1966,G,6-3,185,"March 26, 1932",https://www.basketball-reference.com/players/b/biancal01.html
Hank Biasatti,1947,1947,G,5-11,175,"January 14, 1922",https://www.basketball-reference.com/players/b/biasaha01.html
Henry Bibby,1973,1981,G,6-1,185,"November 24, 1949",https://www.basketball-reference.com/players/b/bibbyhe01.html
Mike Bibby,1999,2012,G,6-1,190,"May 13, 1978",https://www.basketball-reference.com/players/b/bibbymi01.html
Ed Biedenbach,1969,1969,G,6-1,175,"August 12, 1945",https://www.basketball-reference.com/players/b/biedeed01.html
Andris Biedriņš,2005,2014,C,6-11,240,"April 2, 1986",https://www.basketball-reference.com/players/b/biedran01.html
Don Bielke,1956,1956,C,6-7,240,"May 10, 1932",https://www.basketball-reference.com/players/b/bielkdo01.html
Bob Bigelow,1976,1979,F-G,6-7,215,"December 26, 1953",https://www.basketball-reference.com/players/b/bigelbo01.html
Lionel Billingy,1975,1975,F-C,6-9,215,"August 31, 1952",https://www.basketball-reference.com/players/b/billili01.html
Chauncey Billups,1998,2014,G,6-3,202,"September 25, 1976",https://www.basketball-reference.com/players/b/billuch01.html
Dave Bing,1967,1978,G,6-3,180,"November 24, 1943",https://www.basketball-reference.com/players/b/bingda01.html
Joe Binion,1987,1987,F,6-8,235,"March 26, 1961",https://www.basketball-reference.com/players/b/biniojo01.html
Khem Birch,2018,2023,C-F,6-9,233,"September 28, 1992",https://www.basketball-reference.com/players/b/birchkh01.html
Jabari Bird,2018,2018,G,6-6,198,"July 3, 1994",https://www.basketball-reference.com/players/b/birdja01.html
Jerry Bird,1959,1959,F,6-6,210,"February 2, 1935",https://www.basketball-reference.com/players/b/birdje01.html
Larry Bird,1980,1992,F,6-9,220,"December 7, 1956",https://www.basketball-reference.com/players/b/birdla01.html
Otis Birdsong,1978,1989,G,6-3,190,"December 9, 1955",https://www.basketball-reference.com/players/b/birdsot01.html
Gale Bishop,1949,1949,F,6-3,195,"June 4, 1922",https://www.basketball-reference.com/players/b/bishoga01.html
Goga Bitadze,2020,2024,C,6-11,250,"July 20, 1999",https://www.basketball-reference.com/players/b/bitadgo01.html
Onuralp Bitim,2024,2024,F,6-6,215,"March 31, 1999",https://www.basketball-reference.com/players/b/bitimon01.html
Bismack Biyombo,2012,2024,C-F,6-8,255,"August 28, 1992",https://www.basketball-reference.com/players/b/biyombi01.html
Nemanja Bjelica,2016,2022,F,6-10,234,"May 9, 1988",https://www.basketball-reference.com/players/b/bjeline01.html
Uwe Blab,1986,1990,C,7-1,252,"March 26, 1962",https://www.basketball-reference.com/players/b/blabuw01.html
Anthony Black,2024,2024,G,6-7,198,"January 20, 2004",https://www.basketball-reference.com/players/b/blackan01.html
Charlie Black,1949,1952,F-C,6-5,200,"June 15, 1921",https://www.basketball-reference.com/players/b/blackch01.html
Leaky Black,2024,2024,F,6-9,205,"June 14, 1999",https://www.basketball-reference.com/players/b/blackle01.html
Norman Black,1981,1981,G,6-5,185,"November 12, 1957",https://www.basketball-reference.com/players/b/blackno01.html
Tarik Black,2015,2018,C-F,6-9,250,"November 22, 1991",https://www.basketball-reference.com/players/b/blackta01.html
Tom Black,1971,1971,C,6-10,220,"July 9, 1941",https://www.basketball-reference.com/players/b/blackto01.html
Rolando Blackman,1982,1994,G,6-6,190,"February 26, 1959",https://www.basketball-reference.com/players/b/blackro01.html
Alex Blackwell,1993,1993,F,6-6,250,"June 27, 1970",https://www.basketball-reference.com/players/b/blackal01.html
Cory Blackwell,1985,1985,F,6-6,210,"March 27, 1963",https://www.basketball-reference.com/players/b/blackco01.html
James Blackwell,1995,1995,G,6-0,190,"February 25, 1968",https://www.basketball-reference.com/players/b/blackja01.html
Nate Blackwell,1988,1988,G,6-4,170,"February 15, 1965",https://www.basketball-reference.com/players/b/blackna01.html
DeJuan Blair,2010,2016,F-C,6-7,270,"April 22, 1989",https://www.basketball-reference.com/players/b/blairde01.html
Steve Blake,2004,2016,G,6-3,172,"February 26, 1980",https://www.basketball-reference.com/players/b/blakest01.html
Antonio Blakeney,2018,2019,G,6-4,192,"October 4, 1996",https://www.basketball-reference.com/players/b/blakean01.html
Will Blalock,2007,2007,G,6-0,205,"September 8, 1983",https://www.basketball-reference.com/players/b/blalowi01.html
George Blaney,1962,1962,G,6-1,175,"November 12, 1939",https://www.basketball-reference.com/players/b/blanege01.html
Lance Blanks,1991,1993,G,6-4,190,"September 9, 1966",https://www.basketball-reference.com/players/b/blankla01.html
Ricky Blanton,1993,1993,F,6-7,215,"April 21, 1966",https://www.basketball-reference.com/players/b/blantri01.html
